Stock,Entry Date,Entry Price,Exit Date,Exit Price,P&L (%),Days Held,Outcome
GMRAIRPORT.NS,2023-11-03,57.02,2023-12-04,62.72,10.0,31,Target Hit
GMRAIRPORT.NS,2023-12-08,62.93,2023-12-08,69.22,10.0,0,Target Hit
GMRAIRPORT.NS,2024-01-08,85.58,2024-01-08,81.3,-5.0,0,Stop Loss
GMRAIRPORT.NS,2024-02-01,79.92,2024-02-05,87.91,10.0,4,Target Hit
GMRAIRPORT.NS,2024-04-25,85.37,2024-05-07,81.1,-5.0,12,Stop Loss
GMRAIRPORT.NS,2024-08-08,99.96,2024-08-13,94.96,-5.0,5,Stop Loss
GMRAIRPORT.NS,2024-12-03,84.17,2024-12-20,79.96,-5.0,17,Stop Loss
GMRAIRPORT.NS,2025-01-17,76.02,2025-01-22,72.22,-5.0,5,Stop Loss
GMRAIRPORT.NS,2025-04-07,82.35,2025-04-07,78.23,-5.0,0,Stop Loss
GMRAIRPORT.NS,2025-05-12,88.15,2025-05-30,83.74,-5.0,18,Stop Loss
GMRAIRPORT.NS,2025-05-12,86.52,2025-06-12,82.19,-5.0,31,Stop Loss
GRSE.NS,2020-06-26,191.73,2020-07-15,182.14,-5.0,19,Stop Loss
GRSE.NS,2020-09-30,191.46,2020-09-30,181.89,-5.0,0,Stop Loss
GRSE.NS,2020-09-10,171.74,2020-09-21,163.15,-5.0,11,Stop Loss
GRSE.NS,2021-02-01,172.02,2021-02-08,189.22,10.0,7,Target Hit
GRSE.NS,2021-03-02,191.84,2021-03-18,182.25,-5.0,16,Stop Loss
GRSE.NS,2021-05-12,173.37,2021-05-18,164.7,-5.0,6,Stop Loss
GRSE.NS,2021-05-19,174.33,2021-06-07,191.76,10.0,19,Target Hit
GRSE.NS,2022-03-02,216.98,2022-04-04,238.68,10.0,33,Target Hit
GRSE.NS,2022-03-02,216.63,2022-04-04,238.29,10.0,33,Target Hit
GRSE.NS,2022-03-08,224.78,2022-03-15,213.54,-5.0,7,Stop Loss
GRSE.NS,2022-05-13,277.67,2022-05-20,305.44,10.0,7,Target Hit
GRSE.NS,2022-05-20,296.29,2022-05-25,281.48,-5.0,5,Stop Loss
GRSE.NS,2022-07-19,237.33,2022-07-19,225.46,-5.0,0,Stop Loss
GRSE.NS,2022-08-29,284.04,2022-09-07,312.44,10.0,9,Target Hit
GRSE.NS,2022-09-16,346.8,2022-09-21,329.46,-5.0,5,Stop Loss
GRSE.NS,2023-06-05,482.63,2023-06-05,458.5,-5.0,0,Stop Loss
GRSE.NS,2024-04-16,893.52,2024-04-16,848.84,-5.0,0,Stop Loss
GRSE.NS,2024-07-30,2410.29,2024-08-02,2289.78,-5.0,3,Stop Loss
GRSE.NS,2024-08-21,1799.45,2024-09-04,1979.4,10.0,14,Target Hit
GRSE.NS,2024-10-10,1732.03,2024-10-10,1645.43,-5.0,0,Stop Loss
GRSE.NS,2024-12-27,1720.01,2024-12-27,1634.01,-5.0,0,Stop Loss
GRSE.NS,2025-01-30,1558.33,2025-02-03,1480.41,-5.0,4,Stop Loss
GRSE.NS,2025-02-24,1345.58,2025-02-24,1278.3,-5.0,0,Stop Loss
GRSE.NS,2025-04-03,1753.18,2025-04-04,1665.52,-5.0,1,Stop Loss
GRSE.NS,2025-04-15,1668.92,2025-04-29,1835.81,10.0,14,Target Hit
GRSE.NS,2025-06-13,3037.87,2025-06-19,1835.81,-39.57,6,Target Hit
GICRE.NS,2020-08-28,149.78,2020-08-28,142.29,-5.0,0,Stop Loss
GICRE.NS,2020-11-02,112.67,2020-11-24,123.94,10.0,22,Target Hit
GICRE.NS,2021-03-02,187.59,2021-03-16,206.35,10.0,14,Target Hit
GICRE.NS,2021-03-17,213.39,2021-03-17,202.72,-5.0,0,Stop Loss
GICRE.NS,2021-05-04,200.11,2021-05-05,190.1,-5.0,1,Stop Loss
GICRE.NS,2021-04-16,194.63,2021-04-19,184.9,-5.0,3,Stop Loss
GICRE.NS,2022-04-07,118.63,2022-04-18,112.7,-5.0,11,Stop Loss
GICRE.NS,2022-03-16,115.37,2022-03-16,109.6,-5.0,0,Stop Loss
GICRE.NS,2022-09-01,119.81,2022-09-26,113.82,-5.0,25,Stop Loss
GICRE.NS,2023-03-22,130.02,2023-03-28,123.52,-5.0,6,Stop Loss
GICRE.NS,2023-05-31,177.89,2023-06-14,169.0,-5.0,14,Stop Loss
GICRE.NS,2023-10-17,224.01,2023-10-23,212.81,-5.0,6,Stop Loss
GICRE.NS,2024-08-21,409.59,2024-09-04,389.11,-5.0,14,Stop Loss
GICRE.NS,2024-08-21,407.5,2024-09-05,387.12,-5.0,15,Stop Loss
GICRE.NS,2024-10-14,402.59,2024-10-18,382.46,-5.0,4,Stop Loss
GICRE.NS,2025-01-16,438.14,2025-01-24,416.23,-5.0,8,Stop Loss
GICRE.NS,2025-02-06,412.34,2025-02-11,391.72,-5.0,5,Stop Loss
GICRE.NS,2025-03-04,370.26,2025-03-04,351.75,-5.0,0,Stop Loss
GICRE.NS,2025-04-15,413.15,2025-05-09,392.49,-5.0,24,Stop Loss
GILLETTE.NS,2020-09-14,5239.07,2020-09-22,4977.12,-5.0,8,Stop Loss
GILLETTE.NS,2022-02-28,4968.26,2022-03-07,4719.85,-5.0,7,Stop Loss
GILLETTE.NS,2025-02-19,8394.45,2025-02-28,7974.73,-5.0,9,Stop Loss
GILLETTE.NS,2025-04-11,8115.83,2025-05-09,7710.04,-5.0,28,Stop Loss
GILLETTE.NS,2025-05-13,8049.84,2025-05-20,8854.82,10.0,7,Target Hit
GLAND.NS,2021-07-22,3994.72,2021-07-27,3794.98,-5.0,5,Stop Loss
GLAND.NS,2021-11-29,3574.38,2021-11-29,3395.66,-5.0,0,Stop Loss
GLAND.NS,2022-04-21,3388.26,2022-04-21,3218.85,-5.0,0,Stop Loss
GLAND.NS,2022-04-21,3314.01,2022-04-26,3148.31,-5.0,5,Stop Loss
GLAND.NS,2022-09-02,2497.05,2022-09-09,2372.2,-5.0,7,Stop Loss
GLAND.NS,2022-09-01,2410.63,2022-09-16,2290.1,-5.0,15,Stop Loss
GLAND.NS,2023-02-09,1351.38,2023-02-09,1283.81,-5.0,0,Stop Loss
GLAND.NS,2023-07-31,1344.71,2023-07-31,1277.47,-5.0,0,Stop Loss
GLAND.NS,2023-07-10,1075.81,2023-07-19,1183.39,10.0,9,Target Hit
GLAND.NS,2023-08-17,1618.16,2023-08-17,1537.25,-5.0,0,Stop Loss
GLAND.NS,2024-05-23,1877.42,2024-06-04,1783.55,-5.0,12,Stop Loss
GLAND.NS,2024-08-06,2147.03,2024-08-07,2039.68,-5.0,1,Stop Loss
GLAND.NS,2025-03-07,1650.16,2025-03-12,1567.65,-5.0,5,Stop Loss
GLAND.NS,2025-05-20,1504.35,2025-06-06,1654.78,10.0,17,Target Hit
GLAND.NS,2025-04-11,1454.01,2025-05-29,1599.41,10.0,48,Target Hit
GLAND.NS,2025-06-16,1702.79,2025-06-19,1599.41,-6.07,3,Target Hit
GLAXO.NS,2021-07-19,1460.07,2021-07-26,1606.08,10.0,7,Target Hit
GLAXO.NS,2022-03-17,1487.62,2022-05-05,1413.24,-5.0,49,Stop Loss
GLAXO.NS,2023-11-10,1447.6,2023-11-16,1592.36,10.0,6,Target Hit
GLAXO.NS,2024-08-06,2826.67,2024-09-02,2685.34,-5.0,27,Stop Loss
GLAXO.NS,2025-02-06,2205.45,2025-02-06,2095.18,-5.0,0,Stop Loss
GLAXO.NS,2025-02-17,2276.19,2025-02-17,2162.38,-5.0,0,Stop Loss
GLAXO.NS,2025-02-21,2554.28,2025-02-24,2426.57,-5.0,3,Stop Loss
GLAXO.NS,2025-02-24,2525.94,2025-03-03,2399.64,-5.0,7,Stop Loss
GLAXO.NS,2025-04-15,2758.08,2025-04-24,3033.89,10.0,9,Target Hit
GLENMARK.NS,2020-08-17,484.64,2020-08-31,460.41,-5.0,14,Stop Loss
GLENMARK.NS,2020-06-25,458.86,2020-06-25,435.92,-5.0,0,Stop Loss
GLENMARK.NS,2020-07-30,429.43,2020-08-14,472.37,10.0,15,Target Hit
GLENMARK.NS,2020-12-07,513.99,2020-12-21,488.29,-5.0,14,Stop Loss
GLENMARK.NS,2021-06-03,610.2,2021-07-16,671.22,10.0,43,Target Hit
GLENMARK.NS,2022-03-21,456.59,2022-04-25,433.76,-5.0,35,Stop Loss
GLENMARK.NS,2022-05-30,401.5,2022-06-02,381.42,-5.0,3,Stop Loss
GLENMARK.NS,2022-08-25,379.55,2022-08-29,360.57,-5.0,4,Stop Loss
GLENMARK.NS,2022-09-07,381.06,2022-11-02,419.17,10.0,56,Target Hit
GLENMARK.NS,2022-12-22,443.8,2022-12-26,421.61,-5.0,4,Stop Loss
GLENMARK.NS,2023-06-07,634.02,2023-07-14,697.42,10.0,37,Target Hit
GLENMARK.NS,2023-09-29,843.05,2023-09-29,800.9,-5.0,0,Stop Loss
GLENMARK.NS,2023-11-20,792.27,2024-01-02,871.5,10.0,43,Target Hit
GLENMARK.NS,2024-02-15,811.98,2024-02-15,771.38,-5.0,0,Stop Loss
GLENMARK.NS,2025-03-06,1406.89,2025-04-01,1547.58,10.0,26,Target Hit
GLENMARK.NS,2025-06-05,1529.85,2025-06-16,1682.84,10.0,11,Target Hit
GLENMARK.NS,2025-05-30,1448.6,2025-06-06,1593.46,10.0,7,Target Hit
GLENMARK.NS,2025-06-13,1672.39,2025-06-19,1593.46,-4.72,6,Target Hit
MEDANTA.NS,2023-01-30,446.3,2023-02-16,490.93,10.0,17,Target Hit
MEDANTA.NS,2023-02-01,450.84,2023-02-01,428.3,-5.0,0,Stop Loss
MEDANTA.NS,2023-03-22,496.48,2023-03-27,471.66,-5.0,5,Stop Loss
MEDANTA.NS,2023-10-11,763.37,2023-10-26,725.2,-5.0,15,Stop Loss
MEDANTA.NS,2024-01-17,1040.71,2024-01-23,1144.78,10.0,6,Target Hit
MEDANTA.NS,2024-03-18,1173.71,2024-03-18,1115.02,-5.0,0,Stop Loss
MEDANTA.NS,2024-04-22,1426.27,2024-05-13,1354.96,-5.0,21,Stop Loss
MEDANTA.NS,2024-04-19,1400.41,2024-05-21,1330.39,-5.0,32,Stop Loss
MEDANTA.NS,2025-04-08,1258.88,2025-04-28,1195.94,-5.0,20,Stop Loss
MEDANTA.NS,2025-05-12,1211.25,2025-06-19,1195.94,-1.26,38,Stop Loss
GODIGIT.NS,2024-06-06,307.12,2024-06-07,337.83,10.0,1,Target Hit
GODIGIT.NS,2024-10-03,386.89,2024-10-11,367.55,-5.0,8,Stop Loss
GODIGIT.NS,2024-12-09,358.58,2024-12-10,340.65,-5.0,1,Stop Loss
GODIGIT.NS,2024-12-20,348.64,2024-12-20,331.21,-5.0,0,Stop Loss
GODIGIT.NS,2025-01-01,348.69,2025-01-01,331.26,-5.0,0,Stop Loss
GODIGIT.NS,2025-02-17,302.79,2025-02-17,287.65,-5.0,0,Stop Loss
GODIGIT.NS,2025-03-04,310.95,2025-03-04,295.4,-5.0,0,Stop Loss
GODIGIT.NS,2025-03-04,299.32,2025-04-01,284.35,-5.0,28,Stop Loss
GODIGIT.NS,2025-04-29,320.08,2025-04-29,304.08,-5.0,0,Stop Loss
GODIGIT.NS,2025-04-15,285.65,2025-04-29,314.21,10.0,14,Target Hit
GODIGIT.NS,2025-04-22,303.81,2025-04-29,288.62,-5.0,7,Stop Loss
GODIGIT.NS,2025-05-07,290.8,2025-05-21,319.88,10.0,14,Target Hit
GODIGIT.NS,2025-05-13,296.67,2025-05-21,326.34,10.0,8,Target Hit
GODIGIT.NS,2025-06-13,347.26,2025-06-19,326.34,-6.02,6,Target Hit
GPIL.NS,2020-08-20,66.53,2020-08-24,73.18,10.0,4,Target Hit
GPIL.NS,2020-09-16,75.47,2020-09-17,71.7,-5.0,1,Stop Loss
GPIL.NS,2020-09-23,68.73,2020-09-23,65.29,-5.01,0,Stop Loss
GPIL.NS,2020-09-28,67.77,2020-09-30,74.55,10.0,2,Target Hit
GPIL.NS,2020-10-30,86.76,2020-10-30,82.42,-5.0,0,Stop Loss
GPIL.NS,2021-02-26,141.77,2021-02-26,134.68,-5.0,0,Stop Loss
GPIL.NS,2021-04-23,196.58,2021-04-30,216.24,10.0,7,Target Hit
GPIL.NS,2021-04-20,186.78,2021-04-27,205.46,10.0,7,Target Hit
GPIL.NS,2021-07-07,338.65,2021-07-22,372.52,10.0,15,Target Hit
GPIL.NS,2021-06-21,321.72,2021-06-21,305.63,-5.0,0,Stop Loss
GPIL.NS,2021-08-05,365.26,2021-08-05,347.0,-5.0,0,Stop Loss
GPIL.NS,2021-10-27,372.16,2021-10-28,353.55,-5.0,1,Stop Loss
GPIL.NS,2021-08-12,348.13,2021-08-13,330.72,-5.0,1,Stop Loss
GPIL.NS,2021-08-11,330.73,2021-08-11,314.19,-5.0,0,Stop Loss
GPIL.NS,2021-08-16,335.4,2021-08-16,318.63,-5.0,0,Stop Loss
GPIL.NS,2021-08-17,333.59,2021-08-17,316.91,-5.0,0,Stop Loss
GPIL.NS,2021-09-15,327.4,2021-09-20,311.03,-5.0,5,Stop Loss
GPIL.NS,2021-09-14,311.04,2021-09-16,342.14,10.0,2,Target Hit
GPIL.NS,2021-08-24,295.5,2021-08-24,280.72,-5.0,0,Stop Loss
GPIL.NS,2021-08-27,273.7,2021-08-27,260.02,-5.0,0,Stop Loss
GPIL.NS,2021-09-13,291.68,2021-09-15,320.85,10.0,2,Target Hit
GPIL.NS,2021-09-09,278.27,2021-09-14,306.1,10.0,5,Target Hit
GPIL.NS,2021-10-08,326.75,2021-10-19,359.42,10.0,11,Target Hit
GPIL.NS,2021-09-23,310.41,2021-09-24,294.89,-5.0,1,Stop Loss
GPIL.NS,2021-09-22,294.89,2021-09-22,280.15,-5.0,0,Stop Loss
GPIL.NS,2021-11-03,334.49,2021-11-03,317.77,-5.0,0,Stop Loss
GPIL.NS,2022-02-02,332.31,2022-02-02,315.69,-5.0,0,Stop Loss
GPIL.NS,2022-02-01,315.72,2022-02-15,299.93,-5.0,14,Stop Loss
GPIL.NS,2021-11-16,285.07,2021-11-16,270.82,-5.0,0,Stop Loss
GPIL.NS,2021-11-23,278.49,2021-11-23,264.57,-5.0,0,Stop Loss
GPIL.NS,2021-11-29,258.01,2021-11-29,245.11,-5.0,0,Stop Loss
GPIL.NS,2022-01-25,270.86,2022-01-25,257.32,-5.0,0,Stop Loss
GPIL.NS,2022-03-02,336.26,2022-03-02,319.45,-5.0,0,Stop Loss
GPIL.NS,2022-02-28,316.83,2022-02-28,300.99,-5.0,0,Stop Loss
GPIL.NS,2022-02-28,316.23,2022-02-28,300.42,-5.0,0,Stop Loss
GPIL.NS,2022-05-04,423.81,2022-05-04,402.62,-5.0,0,Stop Loss
GPIL.NS,2022-05-20,382.39,2022-05-23,363.27,-5.0,3,Stop Loss
GPIL.NS,2022-11-21,307.27,2022-12-08,338.0,10.0,17,Target Hit
GPIL.NS,2022-09-14,304.14,2022-09-15,288.93,-5.0,1,Stop Loss
GPIL.NS,2022-10-06,282.24,2022-10-11,268.13,-5.0,5,Stop Loss
GPIL.NS,2022-09-30,279.25,2022-10-12,265.29,-5.0,12,Stop Loss
GPIL.NS,2023-02-08,381.27,2023-02-13,362.21,-5.0,5,Stop Loss
GPIL.NS,2023-03-09,384.11,2023-03-13,364.9,-5.0,4,Stop Loss
GPIL.NS,2023-04-06,372.22,2023-04-28,353.61,-5.0,22,Stop Loss
GPIL.NS,2023-10-11,614.88,2023-10-25,584.14,-5.0,14,Stop Loss
GPIL.NS,2024-07-29,215.63,2024-08-13,204.85,-5.0,15,Stop Loss
GPIL.NS,2024-08-07,227.64,2024-08-12,216.26,-5.0,5,Stop Loss
GPIL.NS,2024-12-06,210.99,2024-12-10,232.09,10.0,4,Target Hit
GPIL.NS,2024-10-30,176.92,2024-10-30,194.61,10.0,0,Target Hit
GPIL.NS,2025-01-21,197.58,2025-01-21,187.7,-5.0,0,Stop Loss
GPIL.NS,2025-02-18,179.1,2025-02-21,170.14,-5.0,3,Stop Loss
GPIL.NS,2025-05-14,205.47,2025-05-21,195.2,-5.0,7,Stop Loss
GPIL.NS,2025-05-12,180.45,2025-05-13,198.5,10.0,1,Target Hit
GODFRYPHLP.NS,2022-05-20,1115.31,2022-06-16,1059.54,-5.0,27,Stop Loss
GODFRYPHLP.NS,2022-06-15,1110.9,2022-06-16,1055.36,-5.0,1,Stop Loss
GODFRYPHLP.NS,2024-04-16,2999.42,2024-04-25,3299.36,10.0,9,Target Hit
GODFRYPHLP.NS,2024-06-10,3897.0,2024-06-18,4286.7,10.0,8,Target Hit
GODFRYPHLP.NS,2024-08-29,5867.99,2024-08-29,6454.79,10.0,0,Target Hit
GODFRYPHLP.NS,2025-02-03,5084.29,2025-02-03,4830.08,-5.0,0,Stop Loss
GODFRYPHLP.NS,2025-02-14,5692.57,2025-02-14,5407.94,-5.0,0,Stop Loss
GODFRYPHLP.NS,2025-02-17,6119.49,2025-02-17,6731.44,10.0,0,Target Hit
GODFRYPHLP.NS,2025-02-18,7178.76,2025-02-18,6819.82,-5.0,0,Stop Loss
GODFRYPHLP.NS,2025-04-09,6812.99,2025-04-17,7494.29,10.0,8,Target Hit
GODFRYPHLP.NS,2025-05-12,8416.53,2025-06-19,7494.29,-10.96,38,Target Hit
GODREJAGRO.NS,2021-05-11,484.61,2021-05-12,533.07,10.0,1,Target Hit
GODREJAGRO.NS,2023-06-13,425.2,2023-07-18,467.72,10.0,35,Target Hit
GODREJAGRO.NS,2023-12-08,519.1,2024-02-01,571.01,10.0,55,Target Hit
GODREJAGRO.NS,2023-12-29,551.76,2024-01-23,524.17,-5.0,25,Stop Loss
GODREJAGRO.NS,2024-04-18,538.56,2024-05-31,511.63,-5.0,43,Stop Loss
GODREJAGRO.NS,2024-08-12,842.72,2024-08-14,800.58,-5.0,2,Stop Loss
GODREJAGRO.NS,2024-11-28,759.24,2024-12-23,721.28,-5.0,25,Stop Loss
GODREJAGRO.NS,2025-04-11,753.98,2025-05-02,716.28,-5.0,21,Stop Loss
GODREJAGRO.NS,2025-05-06,691.56,2025-05-28,760.72,10.0,22,Target Hit
GODREJAGRO.NS,2025-05-09,695.74,2025-05-30,765.31,10.0,21,Target Hit
GODREJCP.NS,2022-02-16,818.24,2022-02-18,777.33,-5.0,2,Stop Loss
GODREJCP.NS,2022-04-08,802.37,2022-04-18,762.25,-5.0,10,Stop Loss
GODREJCP.NS,2022-04-08,796.86,2022-04-19,757.02,-5.0,11,Stop Loss
GODREJCP.NS,2022-03-10,716.13,2022-03-11,680.32,-5.0,1,Stop Loss
GODREJCP.NS,2022-05-13,790.52,2022-05-16,750.99,-5.0,3,Stop Loss
GODREJCP.NS,2022-04-28,785.51,2022-04-28,746.23,-5.0,0,Stop Loss
GODREJCP.NS,2022-07-04,789.08,2022-07-07,867.99,10.0,3,Target Hit
GODREJCP.NS,2022-12-09,889.25,2022-12-23,844.79,-5.0,14,Stop Loss
GODREJCP.NS,2023-05-11,945.78,2023-06-08,1040.36,10.0,28,Target Hit
GODREJCP.NS,2024-02-01,1215.84,2024-02-14,1155.05,-5.0,13,Stop Loss
GODREJCP.NS,2024-08-06,1465.3,2024-08-12,1392.04,-5.0,6,Stop Loss
GODREJCP.NS,2025-03-28,1162.91,2025-03-28,1104.76,-5.0,0,Stop Loss
GODREJCP.NS,2025-05-12,1260.51,2025-06-13,1197.48,-5.0,32,Stop Loss
GODREJIND.NS,2020-08-20,416.21,2020-09-02,457.83,10.0,13,Target Hit
GODREJIND.NS,2020-12-22,429.57,2020-12-22,408.09,-5.0,0,Stop Loss
GODREJIND.NS,2021-05-12,551.21,2021-05-12,606.33,10.0,0,Target Hit
GODREJIND.NS,2021-05-24,574.87,2021-05-24,546.13,-5.0,0,Stop Loss
GODREJIND.NS,2021-12-10,603.53,2022-02-11,573.35,-5.0,63,Stop Loss
GODREJIND.NS,2022-03-09,509.08,2022-03-21,483.63,-5.0,12,Stop Loss
GODREJIND.NS,2022-06-02,512.14,2022-06-02,486.53,-5.0,0,Stop Loss
GODREJIND.NS,2022-09-09,490.77,2022-09-09,466.23,-5.0,0,Stop Loss
GODREJIND.NS,2022-12-09,488.99,2022-12-15,464.54,-5.0,6,Stop Loss
GODREJIND.NS,2023-01-06,444.62,2023-01-25,422.39,-5.0,19,Stop Loss
GODREJIND.NS,2024-04-08,848.08,2024-04-15,805.68,-5.0,7,Stop Loss
GODREJIND.NS,2024-07-23,898.31,2024-08-27,988.14,10.0,35,Target Hit
GODREJIND.NS,2024-10-09,1108.13,2024-10-15,1052.72,-5.0,6,Stop Loss
GODREJIND.NS,2024-12-30,1176.16,2025-01-06,1117.35,-5.0,7,Stop Loss
GODREJIND.NS,2025-03-24,1228.79,2025-03-25,1167.35,-5.0,1,Stop Loss
GODREJIND.NS,2025-01-29,873.38,2025-02-11,829.71,-5.0,13,Stop Loss
GODREJIND.NS,2025-02-21,1031.99,2025-02-21,1135.19,10.0,0,Target Hit
GODREJIND.NS,2025-03-10,1154.13,2025-03-11,1096.42,-5.0,1,Stop Loss
GODREJIND.NS,2025-03-07,1123.53,2025-03-24,1235.88,10.0,17,Target Hit
GODREJIND.NS,2025-04-09,1100.99,2025-05-29,1211.09,10.0,50,Target Hit
GODREJIND.NS,2025-06-17,1318.35,2025-06-19,1211.09,-8.14,2,Target Hit
GODREJPROP.NS,2020-10-21,963.64,2020-10-22,1060.0,10.0,1,Target Hit
GODREJPROP.NS,2020-10-22,1062.69,2020-10-26,1009.56,-5.0,4,Stop Loss
GODREJPROP.NS,2020-11-18,1057.33,2020-11-27,1163.06,10.0,9,Target Hit
GODREJPROP.NS,2021-03-17,1457.89,2021-03-17,1385.0,-5.0,0,Stop Loss
GODREJPROP.NS,2021-04-28,1389.34,2021-05-03,1319.87,-5.0,5,Stop Loss
GODREJPROP.NS,2021-04-26,1363.64,2021-05-04,1295.46,-5.0,8,Stop Loss
GODREJPROP.NS,2021-06-03,1395.72,2021-07-12,1535.29,10.0,39,Target Hit
GODREJPROP.NS,2022-01-05,1922.39,2022-01-19,1826.27,-5.0,14,Stop Loss
GODREJPROP.NS,2022-04-04,1701.21,2022-04-12,1616.15,-5.0,8,Stop Loss
GODREJPROP.NS,2022-03-21,1618.94,2022-03-24,1537.99,-5.0,3,Stop Loss
GODREJPROP.NS,2022-03-21,1628.79,2022-03-22,1547.35,-5.0,1,Stop Loss
GODREJPROP.NS,2022-03-10,1495.63,2022-03-28,1645.19,10.0,18,Target Hit
GODREJPROP.NS,2022-05-23,1388.27,2022-05-23,1318.86,-5.0,0,Stop Loss
GODREJPROP.NS,2022-07-13,1339.67,2022-07-28,1473.64,10.0,15,Target Hit
GODREJPROP.NS,2022-07-01,1230.94,2022-07-01,1169.39,-5.0,0,Stop Loss
GODREJPROP.NS,2022-08-30,1412.24,2022-09-16,1341.63,-5.0,17,Stop Loss
GODREJPROP.NS,2024-05-27,2871.04,2024-05-29,2727.49,-5.0,2,Stop Loss
GODREJPROP.NS,2024-09-23,3061.58,2024-09-26,3367.74,10.0,3,Target Hit
GODREJPROP.NS,2025-04-23,2109.31,2025-05-09,2003.84,-5.0,16,Stop Loss
GODREJPROP.NS,2025-06-16,2436.47,2025-06-19,2003.84,-17.76,3,Stop Loss
GRANULES.NS,2020-09-09,360.63,2020-09-09,342.6,-5.0,0,Stop Loss
GRANULES.NS,2020-11-18,385.64,2020-12-01,424.2,10.0,13,Target Hit
GRANULES.NS,2021-11-24,313.86,2021-11-29,298.17,-5.0,5,Stop Loss
GRANULES.NS,2022-03-11,300.58,2022-04-19,285.55,-5.0,39,Stop Loss
GRANULES.NS,2022-03-09,291.44,2022-03-28,320.58,10.0,19,Target Hit
GRANULES.NS,2022-05-17,248.11,2022-05-23,272.92,10.0,6,Target Hit
GRANULES.NS,2022-05-20,265.74,2022-05-20,252.45,-5.0,0,Stop Loss
GRANULES.NS,2023-09-14,327.97,2023-10-05,360.77,10.0,21,Target Hit
GRANULES.NS,2023-11-09,368.36,2023-12-19,405.2,10.0,40,Target Hit
GRANULES.NS,2025-03-24,517.09,2025-03-26,491.24,-5.0,2,Stop Loss
GRANULES.NS,2025-03-17,488.22,2025-04-04,463.81,-5.0,18,Stop Loss
GRANULES.NS,2025-04-17,465.88,2025-05-07,442.59,-5.0,20,Stop Loss
GRANULES.NS,2025-05-12,451.35,2025-05-15,496.49,10.0,3,Target Hit
GRAPHITE.NS,2020-08-19,182.33,2020-08-26,200.56,10.0,7,Target Hit
GRAPHITE.NS,2021-02-01,301.93,2021-02-01,286.83,-5.0,0,Stop Loss
GRAPHITE.NS,2021-02-10,392.29,2021-02-16,431.52,10.0,6,Target Hit
GRAPHITE.NS,2021-04-26,638.27,2021-05-04,702.1,10.0,8,Target Hit
GRAPHITE.NS,2021-04-20,608.37,2021-04-28,669.21,10.0,8,Target Hit
GRAPHITE.NS,2021-05-20,702.53,2021-05-20,667.4,-5.0,0,Stop Loss
GRAPHITE.NS,2021-06-07,727.39,2021-06-11,691.02,-5.0,4,Stop Loss
GRAPHITE.NS,2021-07-27,634.47,2021-08-06,697.92,10.0,10,Target Hit
GRAPHITE.NS,2021-06-21,572.68,2021-06-21,544.05,-5.0,0,Stop Loss
GRAPHITE.NS,2022-01-25,464.19,2022-01-25,440.98,-5.0,0,Stop Loss
GRAPHITE.NS,2022-03-22,492.63,2022-03-22,468.0,-5.0,0,Stop Loss
GRAPHITE.NS,2022-03-03,454.68,2022-03-04,431.95,-5.0,1,Stop Loss
GRAPHITE.NS,2022-03-03,451.15,2022-03-04,428.59,-5.0,1,Stop Loss
GRAPHITE.NS,2022-02-28,429.45,2022-02-28,407.98,-5.0,0,Stop Loss
GRAPHITE.NS,2022-03-07,451.53,2022-03-07,428.95,-5.0,0,Stop Loss
GRAPHITE.NS,2022-05-13,435.09,2022-05-16,413.34,-5.0,3,Stop Loss
GRAPHITE.NS,2022-05-23,447.95,2022-05-24,425.55,-5.0,1,Stop Loss
GRAPHITE.NS,2022-08-01,441.5,2022-08-01,419.42,-5.0,0,Stop Loss
GRAPHITE.NS,2022-07-29,409.29,2022-08-10,388.83,-5.0,12,Stop Loss
GRAPHITE.NS,2022-08-30,397.57,2022-09-15,377.69,-5.0,16,Stop Loss
GRAPHITE.NS,2023-06-01,314.47,2023-06-02,345.92,10.0,1,Target Hit
GRAPHITE.NS,2024-12-19,571.86,2025-01-08,543.27,-5.0,20,Stop Loss
GRAPHITE.NS,2025-02-04,490.06,2025-02-11,465.56,-5.0,7,Stop Loss
GRAPHITE.NS,2025-04-21,489.4,2025-04-25,464.93,-5.0,4,Stop Loss
GRAPHITE.NS,2025-05-12,458.29,2025-05-19,504.12,10.0,7,Target Hit
GRASIM.NS,2020-09-18,725.29,2020-09-24,689.03,-5.0,6,Stop Loss
GRASIM.NS,2022-04-08,1698.23,2022-05-04,1613.32,-5.0,26,Stop Loss
GRASIM.NS,2022-04-05,1675.51,2022-05-04,1591.73,-5.0,29,Stop Loss
GRASIM.NS,2022-03-09,1482.65,2022-03-30,1630.92,10.0,21,Target Hit
GRASIM.NS,2022-09-05,1686.21,2022-11-30,1736.53,2.98,86,Max Hold
GRASIM.NS,2023-03-23,1595.62,2023-05-08,1755.18,10.0,46,Target Hit
GRASIM.NS,2025-04-15,2669.24,2025-06-02,2535.78,-5.0,48,Stop Loss
GRAVITA.NS,2020-08-20,50.96,2020-08-20,48.41,-5.0,0,Stop Loss
GRAVITA.NS,2021-03-04,107.9,2021-03-05,102.5,-5.0,1,Stop Loss
GRAVITA.NS,2021-04-22,87.7,2021-04-22,83.32,-4.99,0,Stop Loss
GRAVITA.NS,2021-05-19,113.93,2021-05-20,108.23,-5.0,1,Stop Loss
